month,region,deaths,year,death_type,ppl,deaths_per_million
2,Abruzzo,0.0,2020,covid,1293941,0.0
3,Abruzzo,115.0,2020,covid,1293941,88.88
4,Abruzzo,205.0,2020,covid,1293941,158.43
5,Abruzzo,85.0,2020,covid,1293941,65.69
6,Abruzzo,59.0,2020,covid,1293941,45.6
7,Abruzzo,8.0,2020,covid,1293941,6.18
8,Abruzzo,0.0,2020,covid,1293941,0.0
9,Abruzzo,9.0,2020,covid,1293941,6.96
2,Abruzzo,1362.0,2020,non-covid,1293941,1052.6
3,Abruzzo,1451.0,2020,non-covid,1293941,1121.38
4,Abruzzo,1226.0,2020,non-covid,1293941,947.49
5,Abruzzo,1123.0,2020,non-covid,1293941,867.89
6,Abruzzo,1061.0,2020,non-covid,1293941,819.98
7,Abruzzo,1147.0,2020,non-covid,1293941,886.44
8,Abruzzo,1216.0,2020,non-covid,1293941,939.76
9,Abruzzo,1029.0,2020,non-covid,1293941,795.24
2,Abruzzo,1362.0,2020,total,1293941,1052.6
3,Abruzzo,1566.0,2020,total,1293941,1210.26
4,Abruzzo,1431.0,2020,total,1293941,1105.92
5,Abruzzo,1208.0,2020,total,1293941,933.58
6,Abruzzo,1120.0,2020,total,1293941,865.57
7,Abruzzo,1155.0,2020,total,1293941,892.62
8,Abruzzo,1216.0,2020,total,1293941,939.76
9,Abruzzo,1038.0,2020,total,1293941,802.2
2,Basilicata,0.0,2020,covid,553254,0.0
3,Basilicata,7.0,2020,covid,553254,12.65
4,Basilicata,18.0,2020,covid,553254,32.53
5,Basilicata,2.0,2020,covid,553254,3.61
6,Basilicata,0.0,2020,covid,553254,0.0
7,Basilicata,1.0,2020,covid,553254,1.81
8,Basilicata,0.0,2020,covid,553254,0.0
9,Basilicata,1.0,2020,covid,553254,1.81
2,Basilicata,602.0,2020,non-covid,553254,1088.11
3,Basilicata,567.0,2020,non-covid,553254,1024.85
4,Basilicata,568.0,2020,non-covid,553254,1026.65
5,Basilicata,533.0,2020,non-covid,553254,963.39
6,Basilicata,460.0,2020,non-covid,553254,831.44
7,Basilicata,504.0,2020,non-covid,553254,910.97
8,Basilicata,517.0,2020,non-covid,553254,934.47
9,Basilicata,444.0,2020,non-covid,553254,802.52
2,Basilicata,602.0,2020,total,553254,1088.11
3,Basilicata,574.0,2020,total,553254,1037.5
4,Basilicata,586.0,2020,total,553254,1059.19
5,Basilicata,535.0,2020,total,553254,967.01
6,Basilicata,460.0,2020,total,553254,831.44
7,Basilicata,505.0,2020,total,553254,912.78
8,Basilicata,517.0,2020,total,553254,934.47
9,Basilicata,445.0,2020,total,553254,804.33
2,Calabria,0.0,2020,covid,1894110,0.0
3,Calabria,36.0,2020,covid,1894110,19.01
4,Calabria,50.0,2020,covid,1894110,26.4
5,Calabria,11.0,2020,covid,1894110,5.81
6,Calabria,0.0,2020,covid,1894110,0.0
7,Calabria,0.0,2020,covid,1894110,0.0
8,Calabria,0.0,2020,covid,1894110,0.0
9,Calabria,3.0,2020,covid,1894110,1.58
2,Calabria,1732.0,2020,non-covid,1894110,914.41
3,Calabria,1942.0,2020,non-covid,1894110,1025.28
4,Calabria,1773.0,2020,non-covid,1894110,936.06
5,Calabria,1604.0,2020,non-covid,1894110,846.84
6,Calabria,1551.0,2020,non-covid,1894110,818.85
7,Calabria,1613.0,2020,non-covid,1894110,851.59
8,Calabria,1729.0,2020,non-covid,1894110,912.83
9,Calabria,1482.0,2020,non-covid,1894110,782.43
2,Calabria,1732.0,2020,total,1894110,914.41
3,Calabria,1978.0,2020,total,1894110,1044.29
4,Calabria,1823.0,2020,total,1894110,962.46
5,Calabria,1615.0,2020,total,1894110,852.64
6,Calabria,1551.0,2020,total,1894110,818.85
7,Calabria,1613.0,2020,total,1894110,851.59
8,Calabria,1729.0,2020,total,1894110,912.83
9,Calabria,1485.0,2020,total,1894110,784.01
2,Campania,0.0,2020,covid,5712143,0.0
3,Campania,133.0,2020,covid,5712143,23.28
4,Campania,226.0,2020,covid,5712143,39.56
5,Campania,53.0,2020,covid,5712143,9.28
6,Campania,20.0,2020,covid,5712143,3.5
7,Campania,3.0,2020,covid,5712143,0.53
8,Campania,10.0,2020,covid,5712143,1.75
9,Campania,18.0,2020,covid,5712143,3.15
2,Campania,4884.0,2020,non-covid,5712143,855.02
3,Campania,4991.0,2020,non-covid,5712143,873.75
4,Campania,4354.0,2020,non-covid,5712143,762.24
5,Campania,4076.0,2020,non-covid,5712143,713.57
6,Campania,3923.0,2020,non-covid,5712143,686.78
7,Campania,4316.0,2020,non-covid,5712143,755.58
8,Campania,4320.0,2020,non-covid,5712143,756.28
9,Campania,3971.0,2020,non-covid,5712143,695.19
2,Campania,4884.0,2020,total,5712143,855.02
3,Campania,5124.0,2020,total,5712143,897.04
4,Campania,4580.0,2020,total,5712143,801.8
5,Campania,4129.0,2020,total,5712143,722.85
6,Campania,3943.0,2020,total,5712143,690.28
7,Campania,4319.0,2020,total,5712143,756.11
8,Campania,4330.0,2020,total,5712143,758.03
9,Campania,3989.0,2020,total,5712143,698.34
2,Emilia-Romagna,4.0,2020,covid,4464119,0.9
3,Emilia-Romagna,1640.0,2020,covid,4464119,367.37
4,Emilia-Romagna,1907.0,2020,covid,4464119,427.18
5,Emilia-Romagna,563.0,2020,covid,4464119,126.12
6,Emilia-Romagna,146.0,2020,covid,4464119,32.71
7,Emilia-Romagna,29.0,2020,covid,4464119,6.5
8,Emilia-Romagna,174.0,2020,covid,4464119,38.98
9,Emilia-Romagna,21.0,2020,covid,4464119,4.7
2,Emilia-Romagna,4380.0,2020,non-covid,4464119,981.16
3,Emilia-Romagna,6121.0,2020,non-covid,4464119,1371.16
4,Emilia-Romagna,4242.0,2020,non-covid,4464119,950.24
5,Emilia-Romagna,3608.0,2020,non-covid,4464119,808.22
6,Emilia-Romagna,3816.0,2020,non-covid,4464119,854.82
7,Emilia-Romagna,4075.0,2020,non-covid,4464119,912.83
8,Emilia-Romagna,3940.0,2020,non-covid,4464119,882.59
9,Emilia-Romagna,3902.0,2020,non-covid,4464119,874.08
2,Emilia-Romagna,4384.0,2020,total,4464119,982.05
3,Emilia-Romagna,7761.0,2020,total,4464119,1738.53
4,Emilia-Romagna,6149.0,2020,total,4464119,1377.43
5,Emilia-Romagna,4171.0,2020,total,4464119,934.34
6,Emilia-Romagna,3962.0,2020,total,4464119,887.52
7,Emilia-Romagna,4104.0,2020,total,4464119,919.33
8,Emilia-Romagna,4114.0,2020,total,4464119,921.57
9,Emilia-Romagna,3923.0,2020,total,4464119,878.78
2,Lazio,0.0,2020,covid,5755700,0.0
3,Lazio,162.0,2020,covid,5755700,28.15
4,Lazio,279.0,2020,covid,5755700,48.47
5,Lazio,294.0,2020,covid,5755700,51.08
6,Lazio,102.0,2020,covid,5755700,17.72
7,Lazio,26.0,2020,covid,5755700,4.52
8,Lazio,15.0,2020,covid,5755700,2.61
9,Lazio,40.0,2020,covid,5755700,6.95
2,Lazio,4877.0,2020,non-covid,5755700,847.33
3,Lazio,5257.0,2020,non-covid,5755700,913.36
4,Lazio,4702.0,2020,non-covid,5755700,816.93
5,Lazio,4203.0,2020,non-covid,5755700,730.23
6,Lazio,4184.0,2020,non-covid,5755700,726.93
7,Lazio,4704.0,2020,non-covid,5755700,817.28
8,Lazio,4782.0,2020,non-covid,5755700,830.83
9,Lazio,4369.0,2020,non-covid,5755700,759.07
2,Lazio,4877.0,2020,total,5755700,847.33
3,Lazio,5419.0,2020,total,5755700,941.5
4,Lazio,4981.0,2020,total,5755700,865.4
5,Lazio,4497.0,2020,total,5755700,781.31
6,Lazio,4286.0,2020,total,5755700,744.65
7,Lazio,4730.0,2020,total,5755700,821.79
8,Lazio,4797.0,2020,total,5755700,833.43
9,Lazio,4409.0,2020,total,5755700,766.02
2,Liguria,0.0,2020,covid,1524826,0.0
3,Liguria,428.0,2020,covid,1524826,280.69
4,Liguria,739.0,2020,covid,1524826,484.65
5,Liguria,298.0,2020,covid,1524826,195.43
6,Liguria,93.0,2020,covid,1524826,60.99
7,Liguria,9.0,2020,covid,1524826,5.9
8,Liguria,4.0,2020,covid,1524826,2.62
9,Liguria,33.0,2020,covid,1524826,21.64
2,Liguria,1762.0,2020,non-covid,1524826,1155.54
3,Liguria,2610.0,2020,non-covid,1524826,1711.67
4,Liguria,2123.0,2020,non-covid,1524826,1392.29
5,Liguria,1546.0,2020,non-covid,1524826,1013.89
6,Liguria,1561.0,2020,non-covid,1524826,1023.72
7,Liguria,1657.0,2020,non-covid,1524826,1086.68
8,Liguria,1774.0,2020,non-covid,1524826,1163.41
9,Liguria,1750.0,2020,non-covid,1524826,1147.67
2,Liguria,1762.0,2020,total,1524826,1155.54
3,Liguria,3038.0,2020,total,1524826,1992.36
4,Liguria,2862.0,2020,total,1524826,1876.94
5,Liguria,1844.0,2020,total,1524826,1209.32
6,Liguria,1654.0,2020,total,1524826,1084.71
7,Liguria,1666.0,2020,total,1524826,1092.58
8,Liguria,1778.0,2020,total,1524826,1166.03
9,Liguria,1783.0,2020,total,1524826,1169.31
2,Lombardia,17.0,2020,covid,10027602,1.7
3,Lombardia,7176.0,2020,covid,10027602,715.62
4,Lombardia,6573.0,2020,covid,10027602,655.49
5,Lombardia,2340.0,2020,covid,10027602,233.36
6,Lombardia,532.0,2020,covid,10027602,53.05
7,Lombardia,162.0,2020,covid,10027602,16.16
8,Lombardia,59.0,2020,covid,10027602,5.88
9,Lombardia,90.0,2020,covid,10027602,8.98
2,Lombardia,8893.0,2020,non-covid,10027602,886.85
3,Lombardia,18446.0,2020,non-covid,10027602,1839.52
4,Lombardia,10639.0,2020,non-covid,10027602,1060.97
5,Lombardia,6533.0,2020,non-covid,10027602,651.5
6,Lombardia,7161.0,2020,non-covid,10027602,714.13
7,Lombardia,7595.0,2020,non-covid,10027602,757.41
8,Lombardia,7875.0,2020,non-covid,10027602,785.33
9,Lombardia,7352.0,2020,non-covid,10027602,733.18
2,Lombardia,8910.0,2020,total,10027602,888.55
3,Lombardia,25622.0,2020,total,10027602,2555.15
4,Lombardia,17212.0,2020,total,10027602,1716.46
5,Lombardia,8873.0,2020,total,10027602,884.86
6,Lombardia,7693.0,2020,total,10027602,767.18
7,Lombardia,7757.0,2020,total,10027602,773.56
8,Lombardia,7934.0,2020,total,10027602,791.22
9,Lombardia,7442.0,2020,total,10027602,742.15
2,Marche,0.0,2020,covid,1512672,0.0
3,Marche,452.0,2020,covid,1512672,298.81
4,Marche,454.0,2020,covid,1512672,300.13
5,Marche,81.0,2020,covid,1512672,53.55
6,Marche,4.0,2020,covid,1512672,2.64
7,Marche,-4.0,2020,covid,1512672,-2.64
8,Marche,0.0,2020,covid,1512672,0.0
9,Marche,3.0,2020,covid,1512672,1.98
2,Marche,1503.0,2020,non-covid,1512672,993.61
3,Marche,1880.0,2020,non-covid,1512672,1242.83
4,Marche,1465.0,2020,non-covid,1512672,968.48
5,Marche,1338.0,2020,non-covid,1512672,884.53
6,Marche,1405.0,2020,non-covid,1512672,928.82
7,Marche,1545.0,2020,non-covid,1512672,1021.37
8,Marche,1551.0,2020,non-covid,1512672,1025.34
9,Marche,1287.0,2020,non-covid,1512672,850.81
2,Marche,1503.0,2020,total,1512672,993.61
3,Marche,2332.0,2020,total,1512672,1541.64
4,Marche,1919.0,2020,total,1512672,1268.62
5,Marche,1419.0,2020,total,1512672,938.08
6,Marche,1409.0,2020,total,1512672,931.46
7,Marche,1541.0,2020,total,1512672,1018.73
8,Marche,1551.0,2020,total,1512672,1025.34
9,Marche,1290.0,2020,total,1512672,852.8
2,Molise,0.0,2020,covid,300516,0.0
3,Molise,9.0,2020,covid,300516,29.95
4,Molise,12.0,2020,covid,300516,39.93
5,Molise,1.0,2020,covid,300516,3.33
6,Molise,1.0,2020,covid,300516,3.33
7,Molise,0.0,2020,covid,300516,0.0
8,Molise,0.0,2020,covid,300516,0.0
9,Molise,1.0,2020,covid,300516,3.33
2,Molise,303.0,2020,non-covid,300516,1008.27
3,Molise,369.0,2020,non-covid,300516,1227.89
4,Molise,312.0,2020,non-covid,300516,1038.21
5,Molise,317.0,2020,non-covid,300516,1054.85
6,Molise,302.0,2020,non-covid,300516,1004.94
7,Molise,308.0,2020,non-covid,300516,1024.9
8,Molise,314.0,2020,non-covid,300516,1044.87
9,Molise,283.0,2020,non-covid,300516,941.71
2,Molise,303.0,2020,total,300516,1008.27
3,Molise,378.0,2020,total,300516,1257.84
4,Molise,324.0,2020,total,300516,1078.15
5,Molise,318.0,2020,total,300516,1058.18
6,Molise,303.0,2020,total,300516,1008.27
7,Molise,308.0,2020,total,300516,1024.9
8,Molise,314.0,2020,total,300516,1044.87
9,Molise,284.0,2020,total,300516,945.04
2,Piemonte,0.0,2020,covid,4311217,0.0
3,Piemonte,854.0,2020,covid,4311217,198.09
4,Piemonte,2212.0,2020,covid,4311217,513.08
5,Piemonte,801.0,2020,covid,4311217,185.79
6,Piemonte,223.0,2020,covid,4311217,51.73
7,Piemonte,39.0,2020,covid,4311217,9.05
8,Piemonte,17.0,2020,covid,4311217,3.94
9,Piemonte,18.0,2020,covid,4311217,4.18
2,Piemonte,4550.0,2020,non-covid,4311217,1055.39
3,Piemonte,6407.0,2020,non-covid,4311217,1486.12
4,Piemonte,5223.0,2020,non-covid,4311217,1211.49
5,Piemonte,3839.0,2020,non-covid,4311217,890.47
6,Piemonte,3759.0,2020,non-covid,4311217,871.91
7,Piemonte,4136.0,2020,non-covid,4311217,959.36
8,Piemonte,4301.0,2020,non-covid,4311217,997.63
9,Piemonte,3865.0,2020,non-covid,4311217,896.5
2,Piemonte,4550.0,2020,total,4311217,1055.39
3,Piemonte,7261.0,2020,total,4311217,1684.21
4,Piemonte,7435.0,2020,total,4311217,1724.57
5,Piemonte,4640.0,2020,total,4311217,1076.26
6,Piemonte,3982.0,2020,total,4311217,923.64
7,Piemonte,4175.0,2020,total,4311217,968.4
8,Piemonte,4318.0,2020,total,4311217,1001.57
9,Piemonte,3883.0,2020,total,4311217,900.67
2,Puglia,0.0,2020,covid,3953305,0.0
3,Puglia,110.0,2020,covid,3953305,27.82
4,Puglia,305.0,2020,covid,3953305,77.15
5,Puglia,89.0,2020,covid,3953305,22.51
6,Puglia,41.0,2020,covid,3953305,10.37
7,Puglia,7.0,2020,covid,3953305,1.77
8,Puglia,4.0,2020,covid,3953305,1.01
9,Puglia,39.0,2020,covid,3953305,9.87
2,Puglia,3486.0,2020,non-covid,3953305,881.79
3,Puglia,3933.0,2020,non-covid,3953305,994.86
4,Puglia,3443.0,2020,non-covid,3953305,870.92
5,Puglia,3064.0,2020,non-covid,3953305,775.05
6,Puglia,3148.0,2020,non-covid,3953305,796.3
7,Puglia,3322.0,2020,non-covid,3953305,840.31
8,Puglia,3495.0,2020,non-covid,3953305,884.07
9,Puglia,3052.0,2020,non-covid,3953305,772.01
2,Puglia,3486.0,2020,total,3953305,881.79
3,Puglia,4043.0,2020,total,3953305,1022.69
4,Puglia,3748.0,2020,total,3953305,948.07
5,Puglia,3153.0,2020,total,3953305,797.56
6,Puglia,3189.0,2020,total,3953305,806.67
7,Puglia,3329.0,2020,total,3953305,842.08
8,Puglia,3499.0,2020,total,3953305,885.08
9,Puglia,3091.0,2020,total,3953305,781.88
2,Sardegna,0.0,2020,covid,1611621,0.0
3,Sardegna,31.0,2020,covid,1611621,19.24
4,Sardegna,85.0,2020,covid,1611621,52.74
5,Sardegna,14.0,2020,covid,1611621,8.69
6,Sardegna,3.0,2020,covid,1611621,1.86
7,Sardegna,1.0,2020,covid,1611621,0.62
8,Sardegna,0.0,2020,covid,1611621,0.0
9,Sardegna,20.0,2020,covid,1611621,12.41
2,Sardegna,1496.0,2020,non-covid,1611621,928.26
3,Sardegna,1691.0,2020,non-covid,1611621,1049.25
4,Sardegna,1456.0,2020,non-covid,1611621,903.44
5,Sardegna,1317.0,2020,non-covid,1611621,817.19
6,Sardegna,1234.0,2020,non-covid,1611621,765.69
7,Sardegna,1397.0,2020,non-covid,1611621,866.83
8,Sardegna,1452.0,2020,non-covid,1611621,900.96
9,Sardegna,1299.0,2020,non-covid,1611621,806.02
2,Sardegna,1496.0,2020,total,1611621,928.26
3,Sardegna,1722.0,2020,total,1611621,1068.49
4,Sardegna,1541.0,2020,total,1611621,956.18
5,Sardegna,1331.0,2020,total,1611621,825.88
6,Sardegna,1237.0,2020,total,1611621,767.55
7,Sardegna,1398.0,2020,total,1611621,867.45
8,Sardegna,1452.0,2020,total,1611621,900.96
9,Sardegna,1319.0,2020,total,1611621,818.43
2,Sicilia,0.0,2020,covid,4875290,0.0
3,Sicilia,81.0,2020,covid,4875290,16.61
4,Sicilia,154.0,2020,covid,4875290,31.59
5,Sicilia,39.0,2020,covid,4875290,8.0
6,Sicilia,8.0,2020,covid,4875290,1.64
7,Sicilia,1.0,2020,covid,4875290,0.21
8,Sicilia,3.0,2020,covid,4875290,0.62
9,Sicilia,25.0,2020,covid,4875290,5.13
2,Sicilia,4594.0,2020,non-covid,4875290,942.3
3,Sicilia,5070.0,2020,non-covid,4875290,1039.94
4,Sicilia,4417.0,2020,non-covid,4875290,906.0
5,Sicilia,4107.0,2020,non-covid,4875290,842.41
6,Sicilia,3744.0,2020,non-covid,4875290,767.95
7,Sicilia,4135.0,2020,non-covid,4875290,848.15
8,Sicilia,4614.0,2020,non-covid,4875290,946.41
9,Sicilia,3818.0,2020,non-covid,4875290,783.13
2,Sicilia,4594.0,2020,total,4875290,942.3
3,Sicilia,5151.0,2020,total,4875290,1056.55
4,Sicilia,4571.0,2020,total,4875290,937.59
5,Sicilia,4146.0,2020,total,4875290,850.41
6,Sicilia,3752.0,2020,total,4875290,769.6
7,Sicilia,4136.0,2020,total,4875290,848.36
8,Sicilia,4617.0,2020,total,4875290,947.02
9,Sicilia,3843.0,2020,total,4875290,788.26
2,Toscana,0.0,2020,covid,3692555,0.0
3,Toscana,244.0,2020,covid,3692555,66.08
4,Toscana,598.0,2020,covid,3692555,161.95
5,Toscana,199.0,2020,covid,3692555,53.89
6,Toscana,63.0,2020,covid,3692555,17.06
7,Toscana,30.0,2020,covid,3692555,8.12
8,Toscana,7.0,2020,covid,3692555,1.9
9,Toscana,23.0,2020,covid,3692555,6.23
2,Toscana,3693.0,2020,non-covid,3692555,1000.12
3,Toscana,4280.0,2020,non-covid,3692555,1159.09
4,Toscana,3610.0,2020,non-covid,3692555,977.64
5,Toscana,3126.0,2020,non-covid,3692555,846.57
6,Toscana,3185.0,2020,non-covid,3692555,862.55
7,Toscana,3492.0,2020,non-covid,3692555,945.69
8,Toscana,3758.0,2020,non-covid,3692555,1017.72
9,Toscana,3438.0,2020,non-covid,3692555,931.06
2,Toscana,3693.0,2020,total,3692555,1000.12
3,Toscana,4524.0,2020,total,3692555,1225.17
4,Toscana,4208.0,2020,total,3692555,1139.59
5,Toscana,3325.0,2020,total,3692555,900.46
6,Toscana,3248.0,2020,total,3692555,879.61
7,Toscana,3522.0,2020,total,3692555,953.81
8,Toscana,3765.0,2020,total,3692555,1019.62
9,Toscana,3461.0,2020,total,3692555,937.29
2,Trentino-Alto Adige,0.0,2020,covid,1078069,0.0
3,Trentino-Alto Adige,240.0,2020,covid,1078069,222.62
4,Trentino-Alto Adige,453.0,2020,covid,1078069,420.2
5,Trentino-Alto Adige,60.0,2020,covid,1078069,55.66
6,Trentino-Alto Adige,-56.0,2020,covid,1078069,-51.94
7,Trentino-Alto Adige,0.0,2020,covid,1078069,0.0
8,Trentino-Alto Adige,0.0,2020,covid,1078069,0.0
9,Trentino-Alto Adige,1.0,2020,covid,1078069,0.93
2,Trentino-Alto Adige,890.0,2020,non-covid,1078069,825.55
3,Trentino-Alto Adige,1178.0,2020,non-covid,1078069,1092.69
4,Trentino-Alto Adige,882.0,2020,non-covid,1078069,818.13
5,Trentino-Alto Adige,753.0,2020,non-covid,1078069,698.47
6,Trentino-Alto Adige,782.0,2020,non-covid,1078069,725.37
7,Trentino-Alto Adige,741.0,2020,non-covid,1078069,687.34
8,Trentino-Alto Adige,771.0,2020,non-covid,1078069,715.17
9,Trentino-Alto Adige,722.0,2020,non-covid,1078069,669.72
2,Trentino-Alto Adige,890.0,2020,total,1078069,825.55
3,Trentino-Alto Adige,1418.0,2020,total,1078069,1315.31
4,Trentino-Alto Adige,1335.0,2020,total,1078069,1238.33
5,Trentino-Alto Adige,813.0,2020,total,1078069,754.13
6,Trentino-Alto Adige,726.0,2020,total,1078069,673.43
7,Trentino-Alto Adige,741.0,2020,total,1078069,687.34
8,Trentino-Alto Adige,771.0,2020,total,1078069,715.17
9,Trentino-Alto Adige,723.0,2020,total,1078069,670.64
2,Umbria,0.0,2020,covid,870165,0.0
3,Umbria,37.0,2020,covid,870165,42.52
4,Umbria,30.0,2020,covid,870165,34.48
5,Umbria,9.0,2020,covid,870165,10.34
6,Umbria,4.0,2020,covid,870165,4.6
7,Umbria,0.0,2020,covid,870165,0.0
8,Umbria,0.0,2020,covid,870165,0.0
9,Umbria,5.0,2020,covid,870165,5.75
2,Umbria,871.0,2020,non-covid,870165,1000.96
3,Umbria,1007.0,2020,non-covid,870165,1157.25
4,Umbria,836.0,2020,non-covid,870165,960.74
5,Umbria,781.0,2020,non-covid,870165,897.53
6,Umbria,773.0,2020,non-covid,870165,888.34
7,Umbria,806.0,2020,non-covid,870165,926.26
8,Umbria,885.0,2020,non-covid,870165,1017.05
9,Umbria,774.0,2020,non-covid,870165,889.49
2,Umbria,871.0,2020,total,870165,1000.96
3,Umbria,1044.0,2020,total,870165,1199.77
4,Umbria,866.0,2020,total,870165,995.21
